Sno,Weight
0,-0.009063757
1,0.014436583
2,0.009201828
3,0.0012121114
4,0.08193983
5,0.010036618
6,-0.12725766
7,0.0776531
8,0.008054265
9,0.026192486
10,0.038147964
11,0.036794167
12,-0.00728841
13,-0.0029934805
14,-0.0035700498
15,0.010106526
16,-0.0054139877
17,-0.0048198076
18,0.0062056277
19,-0.0086507555
20,0.029288098
21,0.010586024
22,-0.2751466
23,0.029214544
24,0.059202965
25,0.024059584
26,0.026303736
27,0.046619184
28,0.10292606
29,-0.06797206
30,-0.4056431
31,-0.4102227
32,0.05668289
33,0.04897958
34,0.040933065
35,0.03503849
36,0.061730094
37,0.051929303
38,0.057159666
39,0.04570241
40,0.058116317
41,0.05472405
42,0.057051633
43,0.06160277
44,0.025566662
45,0.010379332
46,0.009875775
47,0.051844
48,-0.11607056
49,-0.038443223
50,0.083339944
51,0.084446974
52,0.01116963
53,0.007072418
54,-0.3111584
55,-0.0098787695
56,0.057385154
57,0.029466508
58,0.019541334
59,0.044386744
60,0.028648863
61,0.03709348
62,0.04245329
63,0.04441865
64,0.0041857087
65,0.010047677
66,0.008753961
67,0.0092933355
68,-0.083180785
69,0.040791165
70,0.08805391
71,-0.15310071
72,-0.0023880948
73,0.025771838
74,-0.092466615
75,0.09065744
76,0.047061063
77,0.04863192
78,0.045651574
79,0.05696965
80,-0.019252216
81,-0.010383456
82,0.011866982
83,0.0052236533
84,0.05777075
85,0.031409644
86,0.06311313
87,0.04768291
88,0.061385248
89,0.02729814
90,0.042431865
91,0.015437967
92,0.060016807
93,0.046459988
94,0.056937385
95,0.0586733
96,-0.11562393
97,0.014069768
98,0.0015481177
99,0.08095218
100,0.043768365
101,0.03835066
102,0.04506027
103,0.0667467
104,-0.25320622
105,-0.05005176
106,-0.21600112
107,-0.22854516
108,0.047407888
109,0.025054691
110,0.051500276
111,0.06543174
112,-0.12766932
113,-0.021951875
114,-0.034712456
115,0.19922541
116,0.008977228
117,-0.007624804
118,-0.008416239
119,-0.0099980915
120,0.010202884
121,0.011632217
122,0.008190602
123,0.016219057
124,0.01093218
125,0.017894814
126,0.039148863
127,0.013040144
128,0.035659384
129,0.01620277
130,0.048995327
131,0.037592173
132,-0.09383593
133,-0.06309783
134,0.040620558
135,0.17334403
136,0.0272999
137,0.03273892
138,-0.09880391
139,0.012423669
140,0.018760333
141,0.028710766
142,-0.0035959352
143,0.028286774
144,0.004207678
145,-0.012129944
146,0.0063335784
147,0.00579276
148,-0.10461
149,-0.067580536
150,0.21813701
151,0.04232231
152,0.05716732
153,0.052029938
154,0.03139948
155,0.03658285
156,0.015669871
157,-0.0090907505
158,0.025823636
159,0.09285326
160,0.0070317783
161,0.0044581364
162,0.00031844375
163,-0.0017897434
164,0.054788765
165,0.010253617
166,0.00883929
167,0.03505597
168,0.003831894
169,-0.0029331695
170,0.0008293194
171,0.0055906363
172,0.044283006
173,0.042059164
174,0.06298699
175,0.050374243
176,0.04380011
177,0.049395498
178,0.043180417
179,0.009342945
180,0.04046315
181,0.05128674
182,0.052459005
183,0.037238117
184,-0.0151749095
185,-0.0026083023
186,0.006144754
187,-0.009167738
188,0.022911439
189,-0.050144214
190,0.02223741
191,0.04556342
192,0.061471373
193,0.037382796
194,0.02407268
195,0.049822044
196,0.26073584
197,-0.009884429
198,-0.074457735
199,-0.08213147
200,0.010955804
201,-0.011617184
202,-0.0008086595
203,-0.005214262
204,0.01713167
205,0.04753228
206,0.048420213
207,0.020968044
208,0.046147607
209,0.033651896
210,0.01180057
211,-0.005808688
212,0.0021736906
213,0.0068147187
214,0.005208189
215,-0.0017063938
216,0.01948193
217,0.018736638
218,0.025602119
219,0.04406435
220,0.04375724
221,0.027732646
222,0.022756562
223,0.01359273
224,0.037643343
225,0.035083815
226,0.03971848
227,0.046308834
228,-0.0014321612
229,0.00038388307
230,-0.06113485
231,0.058713946
232,-0.00031020818
233,-0.0069305142
234,0.0038230647
235,0.012583993
236,-0.032364897
237,-0.018063871
238,-0.058111142
239,0.18284708
240,0.040373933
241,0.050149642
242,0.04192418
243,0.05070263
244,0.036539633
245,0.03591129
246,0.044246625
247,0.042569954
248,0.10561568
249,-0.048542697
250,0.02258123
251,-0.07422145
252,0.032807056
253,0.029993527
254,0.04592551
255,0.048191585
256,-0.008705805
257,0.0034536486
258,-0.008796159
259,-0.005792725
260,0.04395811
261,0.06325783
262,0.0660587
263,0.05372214
264,-0.20305161
265,-0.024000637
266,0.09022972
267,0.06472263
268,0.050057568
269,0.040785126
270,0.036533426
271,0.03624814
272,0.02139323
273,0.040013906
274,0.034675766
275,0.018984323
276,0.036323015
277,-0.028835759
278,-0.007428382
279,0.003436153
280,-0.20766006
281,0.03496942
282,0.048245955
283,-0.012786238
284,0.04807853
285,0.055978946
286,0.041543275
287,0.057541516
288,0.035987474
289,0.041974165
290,0.0544544
291,0.031983722
292,0.058076702
293,0.049557634
294,0.041545175
295,0.036434576
296,0.012299166
297,0.0043195086
298,0.0020112847
299,0.028882539
300,-0.005129773
301,0.008210034
302,0.0035646467
303,-0.005828462
304,0.045784455
305,0.036055777
306,0.062097967
307,0.041311365
308,0.06761706
309,0.019558573
310,0.03994734
311,0.04733596
312,0.1920707
313,-0.05943966
314,0.109308586
315,-0.061990995
316,-0.0016076486
317,0.0009895167
318,0.008962587
319,-0.003813193
320,0.13473748
