Episode,Weight
361,-0.024978785
362,-0.021617984
363,0.036007695
364,-0.012018626
365,0.012108945
366,-0.0769141
367,0.038059406
368,-0.071391486
369,-0.055358995
370,-0.00058282574
371,0.066380985
372,-0.046442017
373,0.006808203
374,0.00986646
375,-0.008129528
376,0.019461963
377,-0.017259458
378,-0.003926142
379,-0.0031739515
380,-0.025396215
381,-0.0034071687
382,0.017628528
383,0.12719654
384,0.0009176276
385,-0.03692355
386,0.02021001
387,0.01864696
388,-0.017415274
389,0.030009018
390,-0.010576783
391,0.015120832
392,0.0052761664
393,-0.024345864
394,-0.030633925
395,-0.020605732
396,0.01282676
397,-0.03183995
398,-0.00832615
399,0.00011667641
400,-0.059552528
401,-0.013107287
402,0.013833506
403,-0.012775493
404,0.046177916
405,-0.044997726
406,0.0076371557
407,-0.07273589
408,0.004488886
409,0.008472353
410,0.06157039
411,-0.017824423
412,0.015737848
413,-0.057668652
414,-0.0074225888
415,0.020456946
416,-0.004287989
417,0.0072546266
418,0.013990852
419,-0.014196506
420,-0.07992312
421,-0.056343406
422,0.022304652
423,0.017758405
424,-0.003960712
425,0.05265783
426,-0.0562774
427,-0.015512884
428,-0.006708434
429,-0.0369287
430,-0.0076344595
431,-0.0029130767
432,0.01875842
433,0.0697218
434,-0.032894794
435,-0.0069675203
436,0.034465358
437,0.013562544
438,-0.0027301782
439,0.0016736662
440,-0.054296687
441,-0.0497418
442,0.030432504
443,0.14662126
444,0.023833757
445,0.023277165
446,0.02113613
447,-0.029172048
448,-0.008772257
449,-0.010834303
450,0.011063003
451,-0.0013377774
452,-0.031140726
453,0.055942897
454,-0.02989223
455,-0.05172787
456,0.02308964
457,-0.003101699
458,-0.013858507
459,0.009569264
460,0.016748993
461,-0.02281532
462,0.036348946
463,0.0175491
464,0.0020759902
465,-0.06515626
466,0.021820083
467,-0.0491348
468,-0.0038793692
469,-0.020450613
470,0.035100065
471,0.02047276
472,0.06395581
473,-0.030991254
474,0.018463397
475,0.021253645
476,-0.021874707
477,-0.0023940182
478,0.015113443
479,0.0043089036
480,-0.0003961448
481,-0.03410976
482,-0.010310818
483,0.04386079
484,-0.009701919
485,0.059150275
486,-0.015173678
487,-0.00846072
488,0.033010036
489,-0.003351596
490,-0.0069538336
491,0.005061644
492,0.008326397
493,-0.054288726
494,-0.07681443
495,0.0097170845
496,0.017468184
497,-0.0014037727
498,0.0025766941
499,-0.009462072
500,-0.046582043
501,-0.006234904
502,-0.017901346
503,0.0024876716
504,0.03057485
505,-0.014503475
506,0.00070244935
507,0.023657558
508,-0.03669438
509,0.0630032
510,0.030301537
511,0.07754664
512,-0.012219153
513,-0.0353633
514,-0.045838505
515,0.030555576
516,-0.021722289
517,0.038438283
518,-0.012653874
519,0.0050806017
520,-0.0063858894
521,-0.0059929327
522,-0.05123069
523,-0.020076524
524,0.020849938
525,0.026822267
526,-0.04295331
527,0.015353866
528,0.04659909
529,-0.006768571
530,-0.05137356
531,0.0070622424
532,0.033217024
533,-0.050722156
534,0.01771937
535,-0.028566755
536,-0.014540194
537,-0.028074857
538,-0.03953292
539,-0.018364597
540,0.021224326
541,0.05476365
542,-0.0403548
543,0.033615343
544,-0.0012756006
545,-0.0108146705
546,0.009730849
547,-0.010123693
548,-0.079903334
549,-0.042534508
550,0.02584008
551,0.017623903
552,-0.009631747
553,0.0346189
554,0.057319336
555,-0.01638381
556,0.0013962465
557,-0.013523329
558,-0.0032238064
559,-0.016097913
560,0.0024114763
561,-0.07224031
562,-0.0019286349
563,-0.012245921
564,-0.041859645
565,-0.025653929
566,0.00041362783
567,-0.020000402
568,0.016480075
569,-0.0077760434
570,0.011137261
571,0.04386792
572,-0.045115314
573,-0.0528496
574,0.007870103
575,0.029427566
576,-0.010521522
577,-0.038209938
578,0.009602271
579,-0.0009783716
580,-0.05098119
581,-0.052180998
582,0.017297767
583,0.05056769
584,0.01629753
585,0.0012800018
586,-0.024437971
587,0.0091491565
588,0.037497204
589,-0.020299282
590,-0.039299976
591,0.040388756
592,-0.019011533
593,-0.06498131
594,0.0392579
595,0.010909242
596,-0.03098162
597,-0.040264215
598,-0.003898461
599,0.009116445
600,0.06578051
601,-0.013440859
602,0.008016397
603,0.00026399968
604,-0.010448177
605,0.0027343926
606,0.014605145
607,0.0028540315
608,-0.007125453
609,-0.027879523
610,-0.004209342
611,0.059983425
612,0.011846679
613,-0.002435778
614,-0.0070716776
615,0.028569834
616,0.034627933
617,-0.009910342
618,-0.039757702
619,0.028366545
620,0.010054797
621,-0.029582437
622,0.018644778
623,0.014103333
624,0.018203514
625,-0.055468746
626,-0.011603169
627,0.0046428135
628,-0.046316486
629,-0.018580353
630,0.014838337
631,-0.0014886508
632,0.008359542
633,-0.019524125
634,0.028232405
635,0.019854177
636,-0.03787729
637,0.0031832536
638,-0.041027594
639,0.030856187
640,0.033145048
641,-0.031858917
642,0.029809354
643,0.02646007
644,-0.033686783
645,-0.016379245
646,-0.01586648
647,-0.0012220967
648,0.010510003
649,0.005309574
650,-0.06071132
651,-0.02071837
652,0.010574571
653,-0.020043492
654,-0.0435031
655,-0.039602723
656,-0.060536683
657,0.0011664204
658,-0.008045728
659,0.0037453675
660,-0.0035752035
661,-0.067193024
662,-0.02792347
663,-0.07282194
664,-0.020015601
665,0.0125099905
666,-0.026289696
667,-0.018114975
668,0.029516807
669,-0.057005864
670,-0.02614828
671,0.022661192
672,-0.0013553561
673,-0.0120480005
674,0.014303752
675,-0.008681422
676,0.06847667
677,-0.051011417
678,-0.0015409365
679,-0.015105101
680,-0.055834204
681,0.022397155
682,-0.05638363
683,-0.016235221
684,-0.016998202
685,-0.03706951
686,-0.002461139
687,-0.020950256
688,-0.0070514935
689,-0.0569586
690,-0.02601432
691,-0.008167847
692,0.026636008
693,-0.023041174
694,-0.0015556971
695,-0.022172602
696,-0.009028931
697,-0.047677133
698,0.0071444986
699,-0.016498141
700,-0.016224952
701,0.020488137
702,0.014698796
703,-0.02493363
704,-0.012936416
705,-0.028851757
706,-0.0024255887
707,-0.007735138
708,-0.048401404
709,-0.056689993
710,-0.008295775
711,-0.052564975
712,0.027950734
713,-0.028331507
714,0.0026642897
715,0.0012772828
716,0.017030122
717,0.022913625
718,0.023960857
719,0.034768328
720,-0.038178474
721,-0.024970379
722,0.01729256
723,0.01010557
724,-0.011066076
725,-0.05118791
726,0.0043568285
727,0.0055721183
728,-0.014401221
729,-0.021030143
730,0.004664091
731,0.012030883
732,-0.017887406
733,-0.01904255
734,-0.0022958494
735,-0.077125
736,0.0018026588
737,-0.025324956
738,-0.0038722693
739,0.004145891
740,0.034106437
741,0.008996419
742,-0.01960424
743,0.014778176
744,-0.041553367
745,-0.014162195
746,-0.055228215
747,0.028281638
748,0.010229915
749,-0.048759155
750,-0.07219763
751,0.017858528
752,-0.00628876
753,-0.04849953
754,-0.011316539
755,0.014322065
756,0.043693826
757,-0.006125156
758,0.0066579413
759,-0.020302363
760,-0.03578466
761,-0.017182648
762,0.024620935
763,0.0014966958
764,-0.038162652
765,-0.0064972793
766,-0.01474388
767,-0.0252842
768,-0.038410988
769,-0.03340356
770,-0.0021105239
771,-0.008365525
772,-0.03372021
773,-0.034690384
774,-0.026493104
775,-0.009375578
776,-0.030012133
777,-0.025875416
778,0.0040819594
779,-0.03526804
780,-0.009991427
781,0.005239283
782,-0.027925191
783,-0.020635271
784,-0.060471993
785,-0.030659974
786,-0.033142623
787,-0.011582714
788,-0.004094059
789,0.025461728
790,-0.015459453
791,-0.045109123
792,-0.02633263
793,-0.014347754
794,-0.039369527
795,-0.02533335
796,-0.005949694
797,-0.03628974
798,-0.019710781
799,-0.02860697
800,-0.00056414993
801,-0.026867501
802,-0.019254116
803,-0.010342259
804,-0.080257945
805,0.00052004005
806,-0.02842322
807,-0.013011194
808,-0.019964304
809,0.00854437
810,-0.040100038
811,-0.0035206128
812,-0.02424991
813,-0.023423223
814,-0.004572732
815,-0.015598234
816,-0.025274562
817,-0.044976603
818,-0.034718655
819,-0.00723468
820,-0.042444583
821,-0.04451672
822,-0.019643666
823,-0.027785435
824,-0.019087622
825,-0.018971693
826,-0.0057289274
827,0.014915404
828,-0.013051752
829,-0.01829902
830,0.0025041432
831,-0.027915685
832,-0.023304807
833,-0.038377583
834,-0.029167127
835,-0.011511239
836,-0.049061984
837,-0.057967156
838,-0.022267459
839,-0.05196064
840,-0.012898698
841,-0.018132705
842,-0.026261242
843,-0.028242454
844,-0.045959458
845,0.029450638
846,-0.021103224
847,0.028433498
848,-0.037844155
849,-0.06473889
850,-0.0077146096
851,-0.062332634
852,-0.027967433
853,-0.00390787
854,-0.015688345
855,-0.021114668
856,-0.007816647
857,-0.012912748
858,-0.03644377
859,-0.020872628
860,-0.029744169
861,-0.03239634
862,-0.016689872
863,-0.0772552
864,-0.0029682338
865,-0.03818481
866,-0.03549597
867,0.0036818653
868,-0.00930867
869,-0.04327067
870,-0.042678777
871,-0.027910884
872,-0.033995047
873,-0.010640175
874,-0.03272561
875,-0.010769711
876,-0.009587503
877,-0.0856831
878,-0.028411292
879,-0.012509557
880,-0.007799763
881,-0.018084168
882,-0.03664956
883,0.041092645
884,-0.00017210077
885,-0.008128338
886,-0.015705258
887,-0.031151945
888,-0.03456109
889,-0.009230195
890,-0.01913331
891,0.0024313075
892,-0.038567383
893,0.007951134
894,-0.042346254
895,0.003462986
896,-0.013668572
897,-0.037860148
898,-0.022886187
899,-0.03255346
900,-0.034316923
901,-0.07156697
902,-0.046629045
903,-0.041508444
904,-0.046334304
905,-0.061124157
906,0.005790505
907,-0.013002222
908,-0.044608496
909,-0.03219335
910,-0.031397093
911,-0.039594885
912,-0.018140297
913,-0.030048663
914,-0.051510476
915,-0.0028536245
916,-0.05467089
917,-0.066765025
918,-0.036707923
919,-0.035844687
920,-0.04810224
921,-0.04343625
922,-0.040171683
923,-0.025734965
924,-0.03978035
925,-0.018543964
926,-0.04058129
927,-0.020389369
928,0.0015537466
929,-0.052069943
930,-0.04340919
931,-0.008574325
932,-0.05689116
933,-0.033790108
934,-0.036086872
935,-0.042097524
936,-0.027067441
937,-0.004728427
938,-0.031168403
939,-0.01607993
940,-0.044052895
941,-0.007201797
942,-0.0019198686
943,-0.039739005
944,-0.03455218
945,-0.04953484
946,-0.034981746
947,-0.0047682296
948,-0.04226837
949,-0.043790095
950,-0.03823853
951,-0.026729241
952,0.0051933345
953,0.00054202595
954,-0.049396932
955,-0.033522967
956,-0.04564628
957,-0.01819016
958,-0.033361856
959,-0.01972436
960,-0.033745434
961,-0.038157675
962,-0.05671212
963,-0.049034428
964,-0.051029075
965,-0.05853824
966,-0.03412735
967,-0.01453922
968,-0.032238815
969,-0.030261002
970,-0.03503031
971,-0.043608762
972,-0.04575714
973,-0.026264472
974,-0.013386702
975,-0.07089545
976,-0.040753465
977,-0.06457596
978,-0.0450983
979,-0.03059655
980,-0.034181606
981,0.008693796
982,-0.04338727
983,-0.048050806
984,-0.006044566
985,-0.038663052
986,-0.017186841
987,-0.055442866
988,-0.04119265
989,-0.049881697
990,-0.04199904
991,-0.040693797
992,-0.0072881724
993,-0.052292075
994,-0.03481853
995,-0.018485332
996,-0.049723387
997,-0.04889621
998,-0.045277167
999,-0.027572012
1000,-0.029598722
1001,-0.03945015
1002,-0.06241874
1003,-0.043880217
1004,-0.044187717
1005,-0.078737214
1006,-0.03324624
1007,-0.03538543
1008,-0.027436359
1009,-0.021552905
1010,-0.020345183
1011,0.011558176
1012,-0.04686956
1013,-0.038018882
1014,-0.039989106
1015,-0.048700158
1016,-0.03515902
1017,-0.03189361
1018,-0.032993942
1019,-0.049493637
1020,-0.03622346
1021,0.010286088
1022,-0.041796513
1023,-0.062492397
1024,-0.014627995
1025,-0.037471656
1026,-0.03665888
1027,-0.03302652
1028,-0.03383639
1029,0.028594965
1030,-0.04627244
1031,-0.017226536
1032,0.0074702604
1033,-0.03711931
1034,-0.031065946
1035,-0.027210679
1036,-0.039076753
1037,-0.016904082
1038,-0.028172838
1039,-0.027301963
1040,-0.01593497
1041,-0.024195027
1042,-0.019212028
1043,-0.01676195
1044,-0.038831603
1045,0.019902484
1046,-0.03505663
1047,-0.064740546
1048,-0.026382245
1049,-0.027260177
1050,-0.026635505
1051,-0.022416573
1052,-0.040561184
1053,-0.017570453
1054,-0.016951945
1055,-0.029043324
1056,0.0023678518
1057,-0.025941486
1058,-0.024339065
1059,-0.0054096673
1060,0.014231256
1061,-0.03429675
1062,-0.013831201
1063,-0.030863514
1064,-0.026800368
1065,-0.008812738
1066,-0.015470202
1067,-0.007838007
1068,-0.029418228
1069,-0.022356577
1070,-0.002042777
1071,-0.017470606
1072,-0.032742586
1073,0.044509787
1074,-0.031115627
1075,-0.0008018676
1076,-0.041547343
1077,-0.027836218
1078,-0.03251556
1079,-0.027952064
1080,-0.01439631
1081,-0.024599295
1082,-0.046881836
1083,-0.055393886
1084,-0.011720547
1085,-0.019855417
1086,-0.023460343
1087,-0.022192508
1088,-0.016893687
1089,-0.038091667
1090,-0.026868291
1091,-0.015875878
1092,-0.023752853
1093,-0.008752423
1094,-0.029973913
1095,-0.022213774
1096,-0.034525108
1097,-0.017727008
1098,-0.025331387
1099,-0.035076402
1100,-0.03190511
1101,-0.029646102
1102,-0.03513296
1103,-0.008733117
1104,-0.025698453
1105,-0.044321526
1106,-0.034689795
1107,-0.033270665
1108,-0.033404447
1109,-0.042889465
1110,-0.028340345
1111,-0.022939732
1112,-0.0056624836
1113,-0.037505925
1114,-0.0394294
1115,-0.03867089
1116,-0.024262382
1117,-0.045291662
1118,-0.041592177
1119,-0.04649665
1120,0.0030509634
1121,-0.034009118
1122,-0.019237552
1123,-0.020860124
1124,-0.02666308
1125,-0.044208247
1126,-0.034817502
1127,-0.011506466
1128,-0.03669583
1129,-0.031966094
1130,0.0266828
1131,-0.024386622
1132,-0.034505617
1133,-0.0361365
1134,-0.03582204
1135,-0.03509373
1136,-0.024250595
1137,-0.030280951
1138,-0.036535047
1139,-0.0030621851
1140,-0.020627921
1141,0.023654956
1142,-0.03207358
1143,-0.028607067
1144,-0.035100035
1145,-0.017205624
1146,-0.019410795
1147,-0.028412685
1148,0.011636904
1149,0.012581356
1150,-0.034060236
1151,-0.06920725
1152,-0.011465592
1153,-0.014249907
1154,-0.000121202
1155,-0.00057397597
1156,-0.008751986
1157,-0.014066372
1158,-0.007033815
1159,-0.0066590793
1160,-0.002307925
1161,-0.0027701599
1162,0.0119930245
1163,0.0054974756
1164,-0.015930643
1165,0.004375995
1166,-0.0132176485
1167,0.008729531
1168,-0.00909056
1169,-0.0042455057
1170,0.02048095
1171,0.012382512
1172,0.0038569535
1173,-0.00065244775
1174,-0.000988745
1175,0.014714633
1176,-0.0012865921
1177,-0.0060733724
1178,0.0028838704
1179,0.006842604
1180,0.013012886
1181,0.0032066675
1182,0.011986581
1183,-0.0101429345
1184,0.014289646
1185,0.0018496102
1186,0.0034458397
1187,0.01120264
1188,-0.00023446268
1189,-0.0024101273
1190,-0.009329984
1191,0.015372468
1192,-0.0013410836
1193,-0.020233916
1194,0.000590391
1195,0.015126703
1196,0.0048559993
1197,0.015868597
1198,-0.006577113
1199,-0.015227388
1200,0.016401308
1201,-0.005576627
1202,-0.0031024164
1203,0.015787762
1204,-0.004194206
1205,0.017118672
1206,0.008223175
1207,0.009558925
1208,0.00306521
1209,-0.014441518
1210,-0.011060327
1211,0.013391224
1212,0.006008984
1213,0.0121029
1214,0.0027182717
1215,-0.0033753333
1216,0.020593738
1217,0.00545116
1218,0.007631497
1219,-0.0073294286
1220,0.02014625
1221,0.0068827514
1222,-0.0038596198
1223,-0.00504246
1224,-0.0019984432
1225,0.016687192
1226,0.0035330218
1227,0.014189651
1228,0.01565438
1229,-0.0043793884
1230,-0.012201852
1231,-0.0012320675
1232,0.0043161293
1233,0.006457867
1234,0.016695878
1235,-0.004047668
1236,0.0053995457
1237,-0.00068091106
1238,0.0145532545
1239,-0.004455462
1240,0.011648699
1241,0.0067127263
1242,0.012359653
1243,-0.0014082396
1244,0.01195108
1245,-0.00095534796
1246,0.012891456
1247,0.0026843613
1248,-0.0064543015
1249,0.016217053
1250,0.013459727
1251,-0.01708702
1252,0.0010373238
1253,-0.0067474646
1254,0.010501228
1255,0.006177805
1256,0.014139144
1257,-0.020084703
1258,0.0033146183
1259,0.0027496917
1260,0.014392698
1261,0.007382835
1262,0.012092004
1263,-0.0061523914
1264,0.013227796
1265,0.012084071
1266,0.008921783
1267,-0.0013369063
1268,-0.006371824
1269,0.0066674617
1270,-0.0018294174
1271,0.0010791462
1272,-0.010072629
1273,-0.0049131964
1274,0.0011552826
1275,-0.00029946404
1276,0.011321999
1277,-0.0034276135
1278,0.0027447343
1279,-0.011661108
1280,0.0068037794
1281,0.00072820514
1282,-0.007288209
1283,0.01549999
1284,-0.013169338
1285,-0.009627423
1286,0.011249372
1287,-0.014016976
1288,0.007843488
1289,0.00852355
1290,-0.005203961
1291,0.011422146
1292,-0.0012685952
1293,-0.0010166202
1294,-0.00486626
1295,-0.014239556
1296,-0.005121383
1297,-0.0014002649
1298,-0.0051619858
1299,0.008151778
1300,-0.0069347043
1301,-0.01733573
1302,0.013341367
1303,0.0043916935
1304,0.0005034631
1305,0.0061855153
1306,0.001283957
1307,-0.0013164805
1308,-0.0056437734
1309,0.00014042959
1310,-0.014728723
1311,0.012638773
1312,0.018684395
1313,0.008111767
1314,0.014231051
1315,0.0020316031
1316,0.0033155566
1317,-0.014928597
1318,-0.0004955304
1319,0.011695871
1320,-0.010295107
1321,0.0058185486
1322,-0.00904477
1323,-0.0003788967
1324,-0.0069437493
1325,-0.002079613
1326,-0.0016234149
1327,-0.00062427367
1328,-0.0052913693
1329,-0.0033789757
1330,-0.012255793
1331,-0.007638257
1332,0.009259754
1333,-0.008844636
1334,-0.0043737227
1335,-0.0077584074
1336,-0.00019089837
1337,-0.00941551
1338,-0.018735727
1339,0.0125025045
1340,0.014777971
1341,-0.00088418636
1342,0.0018336462
1343,-0.009818991
1344,0.0050325696
1345,0.0062202667
1346,0.0050992253
1347,-0.010614493
1348,0.01650543
1349,0.0059661507
1350,0.0010890204
1351,-0.0003860033
1352,-0.00438223
1353,0.0029452008
1354,0.017940566
1355,0.004603272
1356,-0.0005936422
1357,0.00066503015
1358,0.005904856
1359,-0.0042574774
1360,0.0060588764
1361,0.008925929
1362,-0.011407001
1363,-0.0024737788
1364,0.0075162924
1365,-0.0018028184
1366,0.004984807
1367,-0.0054291575
1368,-0.00069556595
1369,0.004670014
1370,0.001242243
1371,-0.0017461102
1372,-0.0032267277
1373,-0.006286511
1374,0.008779437
1375,-0.01423571
1376,0.010775262
1377,0.0028984079
1378,-0.016085358
1379,0.011486155
1380,-0.014849669
1381,0.01918781
1382,0.0012466889
1383,0.007966343
1384,0.013313151
1385,-0.011860894
1386,-0.004353511
1387,0.013344844
1388,0.012947566
1389,-0.015241305
1390,-0.0067281774
1391,-0.011102966
1392,0.00028297602
1393,0.0005082871
1394,-0.012000137
1395,-0.016972128
1396,0.0036562276
1397,-0.0034780225
1398,0.0074391896
1399,-0.011610595
1400,0.011795518
1401,0.005219242
1402,0.0030576857
1403,0.004167095
1404,0.013496408
1405,-0.011929699
1406,0.0065276134
1407,-0.013404542
1408,0.00094795664
1409,0.013487272
1410,0.0031013307
1411,0.0075292704
1412,-0.00056284823
1413,0.0025738683
1414,-0.004796817
1415,0.0061506056
1416,-0.012449721
1417,0.0037274426
1418,-0.005596666
1419,-0.002251931
1420,0.0016450871
1421,0.0084958365
1422,0.0047828695
1423,0.0025666158
1424,0.0026983216
1425,-0.012481478
1426,0.0016007347
1427,0.0056191366
1428,-0.009253952
1429,0.0016578771
1430,-0.008397584
1431,0.005688364
1432,-0.0046285433
1433,0.005658894
1434,0.0037401032
1435,-0.013421328
1436,0.00022595668
1437,-0.0029598512
1438,-0.006358283
1439,0.0061914204
1440,-0.00965732
1441,-0.00067281205
1442,-0.0059853108
1443,0.0106431525
1444,0.0075548175
1445,-0.019210301
1446,0.015027331
1447,-0.0135143325
1448,0.0046576015
1449,0.018732952
1450,0.011405296
1451,0.0031535951
1452,0.0058815596
1453,0.001269308
1454,0.0031465879
1455,-0.004537977
1456,0.003813347
1457,-0.004931983
1458,0.006993833
1459,-0.0023351135
1460,0.014510671
1461,-0.0003205046
1462,-0.008569251
1463,0.0022382927
1464,-0.0018564006
1465,0.0050600856
1466,0.004754892
1467,0.00015719686
1468,0.0076156515
1469,0.0033121216
1470,0.01875167
1471,0.0077996487
1472,-0.015984613
1473,0.005551878
1474,-0.004185518
1475,-0.006591978
1476,0.012595501
1477,-0.009399822
1478,-0.01472794
1479,0.0115062995
1480,-0.00404201
1481,-0.005919201
1482,0.010387571
1483,-0.0045183212
1484,0.0026951956
1485,-0.011026243
1486,-0.013676294
1487,-0.0049370276
1488,0.007283972
1489,-0.0022745037
1490,0.009000037
1491,0.014363493
1492,-0.004292965
1493,-0.008015709
1494,0.017800251
1495,0.0021533407
1496,-1.7250683e-05
1497,-0.000865005
1498,0.012400403
1499,-0.010517774
1500,-0.00884445
1501,-0.0010823855
1502,0.011369784
1503,0.0015848902
1504,0.0016388501
1505,0.005047816
1506,0.0004937578
1507,-0.01731783
1508,0.0022128148
1509,0.0037326796
1510,0.008527469
1511,-0.009604405
1512,-0.004406027
1513,-0.018775083
1514,0.013862085
1515,-0.008635909
1516,0.0044277054
1517,-0.0059930226
1518,-0.008197269
1519,0.0069092344
1520,-0.008602188
1521,0.013083107
1522,0.012907383
1523,0.0047588167
1524,-0.008955383
1525,-0.007966614
1526,0.011440296
1527,0.008807777
1528,0.015551003
1529,-0.006446868
