Sno,Weight
0,-0.07746321
1,0.062624454
2,-0.050232466
3,-0.027404074
4,-0.119904414
5,-0.023928152
6,-0.057013646
7,-0.019455507
8,0.13722838
9,0.01627583
10,0.040836584
11,0.084369004
12,0.02360961
13,-0.07370916
14,-0.015881546
15,0.0024134975
16,-0.004071384
17,-0.017523164
18,-0.055365443
19,0.061601285
20,0.07368513
21,-0.017414384
22,-0.014698319
23,-0.0111375
24,-0.071862675
25,0.055375803
26,0.013837557
27,-0.013888299
28,0.03648436
29,-0.03792691
30,-0.060796183
31,-0.0786465
32,-0.10745503
33,-0.055408776
34,0.06360187
35,-0.032469116
36,-0.106398545
37,-0.039932527
38,0.005054916
39,0.078985035
40,0.08417017
41,-0.015562444
42,-0.0041874284
43,0.0042398353
44,0.048155326
45,-0.08085938
46,-0.08723537
47,-0.07199628
48,-0.07166612
49,-0.033166558
50,-0.017434184
51,-0.118436515
52,0.0046115853
53,-0.034078415
54,-0.0050868136
55,0.06576365
56,0.0034335107
57,-0.044801157
58,-0.028984142
59,-0.051844865
60,0.06880312
61,-0.09971719
62,-0.0038598713
63,0.005574792
64,-0.014052346
65,0.07662778
66,0.024561951
67,0.049814276
68,-0.022454891
69,0.08181917
70,0.07929696
71,0.054531664
72,-0.041192945
73,-0.10297391
74,0.043529082
75,-0.030216834
76,-0.02582651
77,0.007617158
78,-0.06115143
79,0.0900578
80,0.04824852
81,-0.0036506606
82,-0.016313324
83,-0.0019644417
84,-0.043062113
85,0.029990261
86,-0.0102286
87,-0.044873863
88,0.0027833541
89,-0.027748432
90,-0.00018623457
91,-0.050736427
92,-0.029510712
93,-0.023192497
94,-0.06277162
95,-0.1257292
96,-0.005502809
97,-0.00013260814
98,-0.13343343
99,-0.008515494
100,-0.0142142465
101,0.0067798076
102,0.073667064
103,-0.027409988
104,-0.07019671
105,-0.013567772
106,-0.050020814
107,0.0010403962
108,-0.051913396
109,-0.009476554
110,-0.004787457
111,-0.04426082
112,-0.075562015
113,-0.09443285
114,0.014458888
115,-0.041356273
116,-0.11337522
117,0.07036878
118,-0.0011857618
119,-0.04876778
120,-0.010374518
121,0.057145186
122,0.003417393
123,-0.08925581
124,0.043227673
125,0.014184058
126,0.0094535
127,0.017663868
128,0.023031177
129,0.06484677
130,-0.04114842
131,0.031108685
132,-0.07929605
133,0.024987807
134,-5.7944395e-05
135,-0.05293694
136,0.03332928
137,0.10387413
138,-0.09214407
139,0.05941932
140,-0.24829206
141,-0.035965834
142,-0.034221955
143,0.24535915
144,-0.011084454
145,-0.020944895
146,-0.099396296
147,0.03523912
148,0.0127672115
149,-0.027467024
150,-0.012646977
151,-0.23145899
152,-0.051494777
153,0.142642
154,-0.020647975
155,-0.019781334
156,0.0020277326
157,-0.022920663
158,-0.07658773
159,0.04584234
160,-0.009394355
161,0.05493155
162,-0.00552942
163,0.013220011
164,0.007346572
165,-0.061060186
166,0.017468559
167,0.036719915
168,0.0642352
169,-0.004872184
170,0.042584155
171,-0.004775982
172,0.007700298
173,0.025722114
174,-0.08805592
175,-0.030104794
176,-0.06994791
177,0.061066348
178,-0.019659713
179,-0.038487263
180,0.00649705
181,-0.057564195
182,-0.010947293
183,0.002946688
184,0.02599636
185,-0.11124094
186,0.022007136
187,-0.12719777
188,0.03041565
189,-0.04133243
190,-0.11241124
191,-0.067867644
192,-0.08010694
193,-0.109252885
194,0.006137371
195,-0.013880745
196,0.06286964
197,0.04155105
198,-0.017357066
199,-0.014160605
200,-0.13222858
201,-0.0027432065
202,0.022530751
203,-0.17709161
204,-0.08776941
205,0.019198555
206,-0.09301921
207,0.07796727
208,0.07426222
209,0.021181991
210,-0.006080107
211,-0.30855775
212,-0.007309361
213,-0.030450253
214,-0.017240731
